MERCHANT.ID,MERCHANT.NAME,MERCHANT.PHONE,MERCHANT.EMAIL,MERCHANT.ADDRESS,MERCHANT.POST.CODE,MERCHANT.CITY,MERCHANT.STATE,MERCHANT.COUNTRY,MERCHANT.COUNTRY.CODE,MERCHANT.STATUS,MERCHANT.LOGO,MERCHANT.COVER,MERCHANT.COMMISSION,MERCHANT.TAX.METHOD
6855428a21bb01b10405e7ee,"Yojin Winkfield",+447743458635,admin@yojin.co.uk,"Please visit your local supermarket / store","SL5 9LE",Winkfield,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428a69cc7.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428a6a60a.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428a21bb01b10405e7ef,"Yojin Surrey",+447743458636,admin@yojin.co.uk,"Please visit your local supermarket / store","SL5 0LQ",Surrey,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428aa9b96.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428aaa431.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428a21bb01b10405e7f0,"Yojin Lyne",+447743458637,admin@yojin.co.uk,"Please visit your local supermarket / store","KT16 0AW",Lyne,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428b0a213.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428b0ac96.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428b21bb01b10405e7f1,"Yojin Surrey",+447743458638,admin@yojin.co.uk,"Please visit your local supermarket / store","TW17 9NU",Surrey,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428b5ed60.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428b5f583.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428b21bb01b10405e7f2,"Yojin Surrey",+447743458639,admin@yojin.co.uk,"Please visit your local supermarket / store","KT12 2DQ",Surrey,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428bb8b06.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428bb9327.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428b21bb01b10405e7f3,"Yojin Thames Ditton",+447743458640,admin@yojin.co.uk,"Please visit your local supermarket / store","KT7 0NJ","Thames Ditton",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428bf40fc.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428c01e16.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428c21bb01b10405e7f4,"Yojin Old Malden",+447743458641,admin@yojin.co.uk,"Please visit your local supermarket / store","KT3 5QL","Old Malden",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428c3f3fe.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428c3fd70.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428c21bb01b10405e7f5,"Yojin Morden",+447743458642,admin@yojin.co.uk,"Please visit your local supermarket / store","SM4 6RU",Morden,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428c7bf67.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428c7c790.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428c21bb01b10405e7f6,"Yojin Broad Green",+447743458643,admin@yojin.co.uk,"Please visit your local supermarket / store","CR9 3AS","Broad Green",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428cb7f73.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428cb89b4.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428c21bb01b10405e7f7,"Yojin Woodside",+447743458644,admin@yojin.co.uk,"Please visit your local supermarket / store","CR0 7YH",Woodside,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428cf1a59.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428cf2296.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428d21bb01b10405e7f8,"Yojin Hayes",+447743458645,admin@yojin.co.uk,"Please visit your local supermarket / store","BR2 9AY",Hayes,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428d3d189.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428d3da21.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428d21bb01b10405e7f9,"Yojin Orpington",+447743458646,admin@yojin.co.uk,"Please visit your local supermarket / store","BR5 1LE",Orpington,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428d76ecc.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428d77703.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428d21bb01b10405e7fa,"Yojin Sevenoaks",+447743458647,admin@yojin.co.uk,"Please visit your local supermarket / store",N/A,Sevenoaks,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428dcfc6e.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428dd04bc.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428d21bb01b10405e7fb,"Yojin Farningham",+447743458648,admin@yojin.co.uk,"Please visit your local supermarket / store","DA4 9JH",Farningham,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428e1a7b7.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428e1b102.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428e21bb01b10405e7fc,"Yojin Fawkham",+447743458649,admin@yojin.co.uk,"Please visit your local supermarket / store","DA3 8EG",Fawkham,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428e6592b.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428e66178.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428e21bb01b10405e7fd,"Yojin Sole Street",+447743458650,admin@yojin.co.uk,"Please visit your local supermarket / store","DA13 9AD","Sole Street",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428ec68e4.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428ec71cd.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428e21bb01b10405e7fe,"Yojin Shorne Ridgeway",+447743458651,admin@yojin.co.uk,"Please visit your local supermarket / store","DA12 3LB","Shorne Ridgeway",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428f10d2c.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428f115dd.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428f21bb01b10405e7ff,"Yojin Rochester",+447743458652,admin@yojin.co.uk,"Please visit your local supermarket / store","ME1 1SW",Rochester,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428f4f91c.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428f50218.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428f21bb01b10405e800,"Yojin Eastchurch",+447743458653,admin@yojin.co.uk,"Please visit your local supermarket / store","ME12 4AA",Eastchurch,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428f8f172.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428f8fa24.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428f21bb01b10405e801,"Yojin Leysdown-on-Sea",+447743458654,admin@yojin.co.uk,"Please visit your local supermarket / store","ME12 4RG",Leysdown-on-Sea,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428fce6f0.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428fcf074.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855428f21bb01b10405e802,"Yojin Margate",+447743458655,admin@yojin.co.uk,"Please visit your local supermarket / store","CT9 3JR",Margate,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685542902429b.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429024b22.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429021bb01b10405e803,"Yojin West Wick",+447743458656,admin@yojin.co.uk,"Please visit your local supermarket / store","BS24 7ER","West Wick",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429062446.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429062d3d.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429021bb01b10405e804,"Yojin Nye",+447743458657,admin@yojin.co.uk,"Please visit your local supermarket / store","BS24 6TL",Nye,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685542909d96a.svg,https://cdn-upload.hyperzod.app/public/5564/images/685542909e29d.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429021bb01b10405e805,"Yojin Langford",+447743458658,admin@yojin.co.uk,"Please visit your local supermarket / store","BS40 5EJ",Langford,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554290d93d4.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554290d9c97.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429021bb01b10405e806,"Yojin Chew Stoke",+447743458659,admin@yojin.co.uk,"Please visit your local supermarket / store","BS40 8YB","Chew Stoke",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429125bd0.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554291266ea.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429121bb01b10405e807,"Yojin Chelwood",+447743458660,admin@yojin.co.uk,"Please visit your local supermarket / store","BS39 4DD",Chelwood,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429164bd0.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429165412.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429121bb01b10405e808,"Yojin Hildenborough",+447743458611,admin@yojin.co.uk,"Please visit your local supermarket / store",N/A,Hildenborough,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554291c1537.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554291c1d52.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429121bb01b10405e809,"Yojin Hadlow",+447743458612,admin@yojin.co.uk,"Please visit your local supermarket / store","TN11 0AX",Hadlow,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429220dcd.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554292216d7.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429221bb01b10405e80a,"Yojin East Peckham",+447743458613,admin@yojin.co.uk,"Please visit your local supermarket / store","TN12 5HS","East Peckham",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554292622ad.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429262c17.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429221bb01b10405e80b,"Yojin Maidstone",+447743458614,admin@yojin.co.uk,"Please visit your local supermarket / store","ME17 4BY",Maidstone,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554292b5b7c.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554292b64fe.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429221bb01b10405e80c,"Yojin Grafty Green",+447743458615,admin@yojin.co.uk,"Please visit your local supermarket / store","ME17 2AJ","Grafty Green",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554292efab3.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554292f05e4.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429321bb01b10405e80d,"Yojin Maidstone",+447743458616,admin@yojin.co.uk,"Please visit your local supermarket / store","ME17 2JR",Maidstone,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429344770.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429344fc3.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429321bb01b10405e80e,"Yojin Charing",+447743458617,admin@yojin.co.uk,"Please visit your local supermarket / store","TN27 0EY",Charing,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685542937ca63.svg,https://cdn-upload.hyperzod.app/public/5564/images/685542937d334.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429321bb01b10405e80f,"Yojin Nonington",+447743458618,admin@yojin.co.uk,"Please visit your local supermarket / store","CT15 4JE",Nonington,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554293b6395.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554293b6c0c.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429321bb01b10405e810,"Yojin Deal",+447743458619,admin@yojin.co.uk,"Please visit your local supermarket / store","CT14 9PD",Deal,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554293ee808.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554293ef064.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429421bb01b10405e811,"Yojin Old Cleeve",+447743458620,admin@yojin.co.uk,"Please visit your local supermarket / store","TA23 0JR","Old Cleeve",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429435e1c.svg,https://cdn-upload.hyperzod.app/public/5564/images/685542943666a.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429421bb01b10405e812,"Yojin Stogursey",+447743458621,admin@yojin.co.uk,"Please visit your local supermarket / store","TA5 1TG",Stogursey,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685542947426f.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429474b37.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429421bb01b10405e813,"Yojin Combwich",+447743458622,admin@yojin.co.uk,"Please visit your local supermarket / store","TA5 2PS",Combwich,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554294b100f.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554294b185d.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429421bb01b10405e814,"Yojin Pawlett",+447743458623,admin@yojin.co.uk,"Please visit your local supermarket / store","TA6 4SE",Pawlett,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554294eee03.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554294ef774.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
